0,269.9047546386719
1,777.923583984375
2,359.9933776855469
3,52.662139892578125
4,123.88668060302734
5,246.28347778320312
6,390.9059143066406
7,504.855224609375
8,415.7934265136719
9,369.05517578125
10,187.96229553222656
11,131.73219299316406
12,112.24296569824219
13,134.13604736328125
14,162.909423828125
15,133.82101440429688
16,59.725093841552734
17,27.445688247680664
18,32.77445602416992
19,125.35555267333984
20,836.7740478515625
21,4619.76123046875
22,2188.227294921875
23,1333.330322265625
24,781.1751098632812
25,301.4655456542969
26,173.6610870361328
27,146.24578857421875
28,142.06466674804688
29,119.072021484375
30,91.20315551757812
31,98.07308197021484
32,165.86392211914062
33,226.2264404296875
34,179.4863739013672
35,171.48483276367188
36,166.3161163330078
37,155.518798828125
38,150.02989196777344
39,280.390869140625
40,282.673828125
41,458.6913757324219
42,491.59820556640625
43,363.13897705078125
44,280.71600341796875
45,226.8206024169922
46,174.04180908203125
47,137.67422485351562
48,164.0978240966797
49,391.54833984375
50,623.4251708984375
51,428.7540588378906
52,231.45486450195312
53,163.04359436035156
54,164.66233825683594
55,132.62782287597656
56,122.07284545898438
57,127.13136291503906
58,143.1819610595703
59,463.2378845214844
60,1508.7041015625
61,5679.87109375
62,5042.501953125
63,6177.63916015625
64,6856.27099609375
65,7277.61181640625
66,7604.490234375
67,7864.64306640625
68,7981.87841796875
69,8134.275390625
70,8217.810546875
71,8264.5908203125
