0,12.085198402404785
1,23.708762645721436
2,32.38128185272217
3,44.038490533828735
4,52.948994159698486
5,64.57308912277222
6,73.72272181510925
7,84.99893927574158
8,93.5521399974823
9,105.26496815681458
10,120.84144568443298
11,140.6289222240448
12,156.58722853660583
13,177.29048132896423
14,193.69594931602478
15,214.8638560771942
16,231.93947672843933
17,254.48408579826355
18,272.50267267227173
19,296.8853735923767
20,315.16997599601746
21,338.46878576278687
22,357.06899523735046
23,380.2893269062042
24,398.18271231651306
25,421.2304379940033
26,439.55146193504333
27,463.3504967689514
28,481.49403953552246
29,505.39177346229553
30,523.4155340194702
31,547.0344784259796
32,565.2941074371338
33,589.2764248847961
34,608.8489103317261
35,632.3713853359222
36,650.84991979599
37,673.9204714298248
38,693.1635599136353
39,718.2366840839386
40,738.2210443019867
41,762.8577377796173
42,781.857861995697
43,806.2993478775024
44,825.7463245391846
45,850.6663460731506
46,870.798629283905
47,896.1094961166382
48,915.1413526535034
49,940.0168945789337
50,960.1126389503479
51,985.4659163951874
52,1005.1058177947998
53,1029.8042731285095
54,1049.7905995845795
55,1074.5187511444092
56,1093.485012769699
57,1116.8702943325043
58,1135.036437511444
59,1157.9799723625183
60,1176.1057243347168
61,1200.044434785843
62,1218.6356527805328
63,1241.8341975212097
64,1260.3153812885284
65,1283.9703612327576
66,1302.8601813316345
67,1326.0875670909882
68,1344.6918849945068
69,1367.860851764679
70,1386.3783326148987
71,1409.5827198028564
72,1428.1584644317627
73,1451.366350889206
74,1470.1378011703491
75,1493.8491961956024
76,1513.6663599014282
77,1538.2181298732758
78,1557.6995222568512
79,1581.3746712207794
80,1600.441922903061
81,1624.32505941391
82,1643.152864933014
83,1667.1328876018524
84,1685.9796178340912
85,1709.7342915534973
86,1728.6576342582703
87,1752.5550436973572
88,1770.9936528205872
89,1794.9894425868988
90,1813.9147238731384
91,1837.031981229782
92,1855.8011178970337
93,1879.5441765785217
94,1898.3302264213562
95,1921.7909631729126
96,1940.303016424179
97,1963.8982574939728
98,1982.701187133789
99,2006.2924897670746
100,2024.3702185153961
101,2047.7592434883118
102,2066.5000236034393
103,2089.6330773830414
104,2107.8691828250885
105,2132.0960536003113
106,2151.171947956085
107,2174.260895013809
108,2193.2512300014496
109,2216.305252313614
110,2235.2794852256775
111,2258.2660558223724
112,2276.6191120147705
113,2300.424954891205
114,2319.083163499832
115,2342.4708008766174
116,2361.0035631656647
117,2384.007728099823
118,2402.27437210083
119,2425.1548614501953
120,2444.03204703331
121,2468.4675562381744
122,2487.5666773319244
123,2511.5885651111603
124,2530.7883625030518
125,2555.2775416374207
126,2574.5482358932495
127,2597.4102420806885
128,2615.8130588531494
129,2639.2626724243164
130,2657.658394575119
131,2681.1869106292725
132,2700.682421207428
133,2725.3488578796387
134,2744.731234073639
135,2768.310368537903
136,2786.8731904029846
137,2810.148581266403
138,2828.864000082016
139,2851.915130138397
140,2870.188693523407
141,2893.5451893806458
142,2911.878493309021
143,2935.650582551956
144,2954.1025652885437
145,2977.105766773224
146,2995.5629200935364
147,3018.5362479686737
148,3036.8012239933014
149,3060.3865084648132
150,3079.2826154232025
151,3103.2297596931458
152,3122.222271680832
153,3145.658417701721
154,3163.7446370124817
155,3186.6771490573883
156,3204.923401117325
157,3228.1534650325775
158,3247.0161893367767
159,3270.8220720291138
160,3289.261745929718
161,3312.1357049942017
162,3331.111315727234
163,3354.253312587738
164,3373.133645296097
165,3396.2604892253876
166,3415.2435960769653
